167	24.35	0.15
168	67.28	0.06
169	77.60	0.19
170	54.72	0.20
171	61.28	0.17
172	41.94	0.07
173	75.23	0.14
174	69.87	0.18
175	21.02	0.15
176	24.81	0.18
177	63.14	0.07
178	8.45	0.06
179	42.59	0.07
180	76.29	0.18
181	23.11	0.20
182	76.19	0.07
183	26.69	0.17
184	79.01	0.07
185	63.87	0.11
186	44.46	0.18
187	43.53	0.20
188	19.93	0.10
189	42.34	0.11
190	57.28	0.14
191	64.30	0.19
192	68.70	0.14
193	61.51	0.16
194	45.62	0.16
195	8.11	0.10
196	71.03	0.09
197	9.93	0.08
198	24.81	0.18
199	61.36	0.10
200	40.87	0.05
201	42.37	0.15
202	69.99	0.13
203	78.76	0.05
204	6.60	0.18
205	20.84	0.14
206	46.22	0.19
207	45.78	0.10
208	8.57	0.08
209	50.24	0.10
210	46.89	0.06
211	39.63	0.05
212	48.66	0.18
213	73.08	0.07
214	77.80	0.07
215	57.62	0.10
216	18.40	0.09
217	79.81	0.06
218	11.46	0.13
219	75.08	0.08
220	74.94	0.07
221	22.20	0.10
222	79.90	0.05
223	58.31	0.15
224	30.15	0.09
225	71.56	0.16
226	76.95	0.09
227	23.16	0.15
228	50.13	0.12
229	75.34	0.19
230	21.44	0.08
231	71.74	0.09
232	76.14	0.19
233	77.67	0.20
234	54.81	0.11
235	71.44	0.05
236	59.08	0.17
237	45.88	0.18
238	53.55	0.08
239	60.43	0.17
240	59.09	0.09
241	77.80	0.19
242	17.25	0.16
243	15.01	0.17
244	44.39	0.07
245	67.64	0.19
246	22.33	0.08
247	13.47	0.16
248	43.81	0.12
249	78.72	0.10
250	62.43	0.18
251	79.43	0.10
252	52.83	0.06
253	77.96	0.08
254	53.29	0.18
255	77.97	0.09
256	27.44	0.10
257	16.87	0.08
258	35.65	0.06
259	19.82	0.11
260	63.52	0.13
261	71.16	0.20
262	8.58	0.15
263	42.11	0.12
264	26.24	0.17
265	52.66	0.06
266	5.65	0.17
267	31.28	0.16
268	45.10	0.17
269	10.94	0.14
270	14.17	0.14
271	70.38	0.05
272	42.74	0.08
273	15.10	0.07
274	49.77	0.15
275	45.07	0.07
276	75.08	0.19
277	71.97	0.13
278	73.02	0.07
279	64.02	0.08
280	33.49	0.11
281	27.08	0.14
282	41.98	0.13
283	45.13	0.09
284	61.93	0.11
285	17.90	0.10
286	29.27	0.13
287	11.54	0.05
288	31.03	0.19
289	20.73	0.18
290	41.21	0.14
291	13.01	0.14
292	38.39	0.16
293	69.96	0.09
294	27.70	0.18
295	76.81	0.11
296	39.93	0.20
297	49.43	0.20
298	69.17	0.07
299	7.37	0.09
300	72.28	0.10
301	71.64	0.11
302	55.67	0.19
303	35.44	0.19
304	36.97	0.14
305	19.56	0.18
306	77.69	0.17
307	54.71	0.15
308	57.04	0.15
309	45.26	0.14
310	6.01	0.10
311	35.59	0.07
312	55.39	0.06
313	23.00	0.09
314	18.91	0.17
315	63.66	0.19
316	49.31	0.19
317	25.41	0.14
318	27.06	0.07
319	46.13	0.10
320	76.44	0.19
321	11.48	0.07
322	67.10	0.07
323	17.05	0.09
324	31.66	0.09
325	13.52	0.06
326	70.71	0.11
327	11.68	0.17
328	33.73	0.19
329	16.15	0.07
330	62.61	0.16
331	49.53	0.05
332	21.97	0.08
333	15.13	0.09
334	34.19	0.16
335	32.83	0.10
336	25.35	0.08
337	24.40	0.15
338	49.42	0.18
339	38.14	0.14
340	51.24	0.16
341	10.37	0.20
342	33.31	0.13
343	38.63	0.15
344	30.65	0.14
345	53.78	0.18
346	68.64	0.09
347	21.25	0.13
348	71.01	0.19
349	15.52	0.09
350	34.04	0.05
351	12.37	0.11
352	42.73	0.05
353	37.92	0.17
354	56.89	0.13
355	31.14	0.17
356	49.18	0.12
357	22.26	0.08
358	29.15	0.17
359	52.67	0.17
360	5.89	0.12
361	40.59	0.10
362	52.31	0.08
363	72.80	0.09
364	46.41	0.05
365	72.91	0.09
366	68.23	0.18
367	42.52	0.14
368	52.22	0.16
369	76.74	0.15
370	75.29	0.18
371	74.18	0.15
372	24.24	0.11
373	38.46	0.07
374	20.33	0.13
375	37.12	0.12
376	77.50	0.14
377	43.77	0.18
378	74.54	0.12
379	70.19	0.05
380	70.41	0.19
381	24.53	0.12
382	9.77	0.10
383	61.64	0.11
384	34.42	0.20
385	33.72	0.09
386	55.53	0.13
387	52.03	0.08
388	70.60	0.10
389	18.34	0.15
390	44.08	0.14
391	26.09	0.07
392	28.90	0.11
393	54.34	0.12
394	7.88	0.18
395	78.21	0.13
396	6.90	0.09
397	54.76	0.13
398	75.33	0.15
399	77.96	0.07
400	79.32	0.14
401	15.37	0.19
402	67.31	0.13
403	75.78	0.20
404	29.14	0.14
405	66.35	0.10
406	37.43	0.12
407	21.53	0.19
408	7.54	0.13
409	33.07	0.07
410	32.47	0.09
411	42.28	0.12
412	16.21	0.13
413	76.46	0.06
414	19.48	0.15
415	19.43	0.16
416	37.77	0.09
417	32.95	0.19
418	76.84	0.19
419	49.01	0.07
420	31.20	0.15
421	69.43	0.06
422	54.84	0.10
423	34.28	0.05
424	28.69	0.16
425	51.31	0.11
426	79.82	0.09
427	66.57	0.17
428	74.08	0.15
429	38.21	0.19
430	48.53	0.11
431	71.24	0.15
432	77.13	0.10
433	39.88	0.15
434	79.30	0.17
435	32.46	0.10
436	34.55	0.05
437	39.57	0.07
438	16.57	0.19
439	7.77	0.08
440	32.64	0.12
441	64.18	0.11
442	21.02	0.13
443	42.03	0.14
444	62.73	0.19
445	34.62	0.17
446	43.12	0.12
447	69.41	0.16
448	61.22	0.11
449	24.56	0.10
450	9.10	0.09
451	6.76	0.15
452	58.41	0.09
453	30.13	0.16
454	60.94	0.14
455	18.83	0.14
456	15.55	0.08
457	64.50	0.12
458	65.17	0.19
459	52.98	0.20
460	52.94	0.09
461	15.13	0.11
462	55.52	0.10
463	43.40	0.14
464	49.18	0.10
465	16.04	0.18
466	61.35	0.08
467	77.28	0.15
468	18.28	0.12
469	71.43	0.13
470	22.50	0.19
471	77.31	0.07
472	5.73	0.06
473	39.97	0.06
474	16.61	0.20
475	55.50	0.14
476	22.37	0.09
477	64.82	0.07
478	68.62	0.11
479	75.33	0.19
480	20.24	0.11
481	79.88	0.06
482	8.01	0.08
483	17.88	0.18
484	54.18	0.11
485	45.97	0.15
486	50.36	0.14
487	27.60	0.07
488	41.01	0.07
489	5.71	0.11
490	63.25	0.10
491	77.52	0.08
492	19.36	0.12
493	65.94	0.10
494	79.09	0.18
495	75.03	0.15
496	48.49	0.08
497	15.33	0.10
498	5.89	0.17
499	52.32	0.18
500	33.11	0.12
501	5.95	0.17
502	63.07	0.07
503	62.31	0.18
504	19.97	0.05
505	21.75	0.08
506	68.88	0.07
507	24.54	0.16
508	53.74	0.11
509	34.34	0.05
510	39.07	0.17
511	41.69	0.12
512	24.74	0.17
513	50.52	0.18
514	9.61	0.19
515	64.25	0.15
516	10.97	0.14
517	75.87	0.18
518	76.34	0.17
519	5.49	0.13
520	39.50	0.15
521	49.18	0.06
522	62.56	0.13
523	28.95	0.12
524	7.41	0.15
525	9.70	0.16
526	46.52	0.07
527	60.81	0.17
528	29.86	0.16
529	49.73	0.13
530	5.51	0.17
531	5.62	0.15
532	6.79	0.06
533	13.16	0.09
534	21.54	0.07
535	16.04	0.06
536	14.69	0.08
537	46.85	0.10
538	74.99	0.17
539	74.22	0.08
540	70.60	0.07
541	37.91	0.08
542	62.52	0.19
543	20.79	0.05
544	59.46	0.20
545	49.60	0.10
546	43.00	0.13
547	65.40	0.20
548	68.91	0.09
549	42.68	0.05
550	30.97	0.17
551	10.51	0.08
552	69.41	0.11
553	53.65	0.14
554	30.82	0.11
555	29.47	0.11
556	27.91	0.09
557	46.55	0.08
558	44.86	0.11
559	15.27	0.09
560	38.88	0.15
561	11.06	0.05
562	29.01	0.16
563	44.46	0.13
564	46.20	0.17
565	49.41	0.15
566	8.34	0.09
567	30.92	0.09
568	46.96	0.12
569	38.19	0.07
570	25.48	0.18
571	22.13	0.11
572	64.28	0.19
573	74.07	0.17
574	22.42	0.07
575	8.35	0.19
576	24.34	0.18
577	67.39	0.07
578	58.35	0.20
579	56.15	0.15
580	77.88	0.12
581	18.16	0.16
582	70.28	0.16
583	71.28	0.08
584	54.31	0.13
585	77.40	0.08
586	9.09	0.08
587	23.17	0.11
588	38.42	0.14
589	72.02	0.13
590	67.34	0.12
591	15.17	0.19
592	64.12	0.18
593	40.14	0.19
594	41.58	0.08
595	23.84	0.09
596	48.29	0.18
597	37.40	0.18
598	22.69	0.09
599	48.13	0.11
600	70.45	0.19
601	21.81	0.07
602	13.64	0.17
603	10.48	0.09
604	36.48	0.12
605	39.90	0.17
606	44.35	0.11
607	55.56	0.15
608	64.49	0.07
609	32.61	0.09
610	8.45	0.17
611	55.68	0.19
612	78.28	0.18
613	17.55	0.09
614	72.70	0.17
615	12.10	0.08
616	69.32	0.11
617	54.66	0.14
618	58.48	0.08
619	73.01	0.07
620	42.24	0.09
621	44.30	0.07
622	71.37	0.19
623	62.15	0.15
624	73.85	0.11
625	72.75	0.20
626	72.28	0.11
627	20.16	0.13
628	50.74	0.17
629	65.32	0.06
630	37.00	0.11
631	56.43	0.19
632	47.54	0.09
633	66.85	0.10
634	79.44	0.05
635	43.12	0.10
636	20.71	0.18
637	27.90	0.06
638	16.09	0.18
639	23.32	0.15
640	55.11	0.05
641	12.86	0.17
642	20.89	0.12
643	24.29	0.19
644	47.43	0.11
645	65.22	0.06
646	16.02	0.11
647	25.32	0.15
648	71.17	0.16
649	48.26	0.18
650	72.37	0.12
651	61.75	0.09
652	7.12	0.08
653	36.04	0.11
654	8.21	0.11
655	68.71	0.18
656	7.95	0.09
657	72.00	0.06
658	46.77	0.10
659	29.92	0.10
660	70.13	0.19
661	23.44	0.06
662	11.61	0.15
663	66.62	0.09
664	19.99	0.17
665	12.91	0.06
666	5.21	0.15
667	23.81	0.11
668	15.80	0.12
669	22.97	0.16
670	37.39	0.17
671	16.22	0.13
672	54.39	0.10
673	72.64	0.18
674	12.84	0.09
675	68.70	0.17
676	39.82	0.16
677	42.84	0.05
678	43.15	0.14
679	78.48	0.06
680	6.74	0.11
681	70.99	0.08
682	39.05	0.18
683	42.49	0.19
684	16.15	0.16
685	48.93	0.09
686	53.81	0.06
687	79.91	0.17
688	28.05	0.18
689	64.83	0.15
690	9.17	0.15
691	56.95	0.18
692	68.26	0.19
693	30.98	0.15
694	41.69	0.11
695	38.97	0.08
696	35.53	0.07
697	36.27	0.05
698	38.96	0.16
699	20.20	0.12
700	60.47	0.13
701	67.50	0.19
702	32.30	0.20
703	68.65	0.10
704	54.30	0.05
705	59.46	0.12
706	24.97	0.17
707	38.68	0.17
708	15.78	0.20
709	14.52	0.12
710	39.02	0.16
711	27.73	0.10
712	17.95	0.09
713	38.45	0.17
714	26.66	0.13
715	77.43	0.20
716	64.38	0.10
717	38.79	0.12
718	36.78	0.20
719	52.27	0.16
720	57.03	0.16
721	74.27	0.06
722	37.80	0.15
723	14.58	0.18
724	77.03	0.11
725	78.24	0.11
726	54.53	0.07
727	50.84	0.12
728	77.03	0.14
729	74.04	0.15
730	30.46	0.07
731	54.91	0.06
732	22.72	0.08
733	17.73	0.06
734	30.46	0.17
735	72.84	0.07
736	54.09	0.07
737	69.24	0.20
738	70.54	0.19
739	43.13	0.12
740	27.39	0.11
741	46.31	0.15
742	51.44	0.12
743	61.60	0.15
744	74.65	0.08
745	56.97	0.12
746	50.59	0.07
747	18.71	0.11
748	55.95	0.11
749	59.47	0.13
750	64.38	0.14
751	12.86	0.07
752	32.82	0.08
753	53.96	0.17
754	18.68	0.10
755	53.04	0.08
756	55.13	0.05
757	63.27	0.16
758	56.19	0.19
759	37.25	0.12
760	50.05	0.09
761	36.05	0.14
762	27.84	0.16
763	31.92	0.12
764	30.08	0.09
765	36.07	0.07
766	11.88	0.20
767	8.61	0.11
768	78.98	0.09
769	77.29	0.13
770	52.61	0.07
771	33.92	0.07
772	6.23	0.19
773	46.20	0.13
774	20.12	0.12
775	12.66	0.11
776	67.79	0.12
777	48.95	0.12
778	24.41	0.16
779	42.36	0.19
780	66.62	0.13
781	19.51	0.11
782	25.19	0.18
783	29.05	0.14
784	41.18	0.08
785	65.66	0.20
786	13.35	0.11
787	9.47	0.17
788	55.66	0.13
789	33.30	0.10
790	35.08	0.15
791	24.09	0.16
792	15.96	0.13
793	55.35	0.19
794	54.48	0.14
795	70.46	0.08
796	13.67	0.18
797	5.43	0.08
798	33.94	0.14
799	25.01	0.15
800	11.01	0.18
801	72.28	0.18
802	20.94	0.19
803	57.93	0.06
804	33.81	0.14
805	71.14	0.14
806	22.84	0.17
807	25.13	0.07
808	29.96	0.10
809	13.49	0.20
810	78.70	0.07
811	19.77	0.15
812	68.56	0.16
813	27.31	0.06
814	24.00	0.12
815	33.02	0.12
816	51.06	0.06
817	32.41	0.06
818	15.41	0.16
819	8.19	0.09
820	60.79	0.12
821	21.69	0.08
822	14.00	0.15
823	15.82	0.09
824	41.19	0.18
825	77.29	0.14
826	33.39	0.11
827	21.48	0.13
828	21.53	0.12
829	63.05	0.07
830	78.57	0.05
831	44.34	0.08
832	49.23	0.16
833	28.99	0.10
834	73.25	0.11
835	71.44	0.14
836	67.11	0.05
837	27.44	0.09
838	28.99	0.20
839	29.01	0.12
840	57.55	0.05
841	35.63	0.06
842	47.07	0.12
843	34.60	0.07
844	38.96	0.07
845	73.03	0.19
846	50.33	0.12
847	73.31	0.15
848	74.74	0.15
849	41.64	0.10
850	7.18	0.06
851	58.02	0.07
852	73.81	0.10
853	37.54	0.12
854	56.13	0.17
855	49.32	0.05
856	11.48	0.11
857	75.27	0.16
858	31.89	0.17
859	26.41	0.08
860	62.12	0.19
861	19.49	0.09
862	15.73	0.18
863	73.55	0.18
864	7.51	0.20
865	68.20	0.12
866	57.97	0.19
867	59.73	0.07
868	11.21	0.19
869	46.86	0.15
870	70.46	0.18
871	38.10	0.11
872	17.71	0.07
873	77.17	0.16
874	63.39	0.19
875	50.66	0.08
876	77.51	0.06
877	24.69	0.18
878	50.24	0.14
879	28.74	0.19
880	60.89	0.16
881	23.92	0.11
882	63.28	0.14
883	65.82	0.06
884	25.21	0.13
885	73.67	0.17
886	57.38	0.16
887	63.96	0.09
888	33.11	0.14
889	14.57	0.17
890	38.28	0.08
891	19.25	0.11
892	48.11	0.16
893	40.42	0.09
894	29.26	0.19
895	8.65	0.17
896	19.81	0.18
897	34.07	0.18
898	36.38	0.16
899	8.11	0.09
900	62.20	0.20
901	27.92	0.10
902	16.15	0.12
903	66.17	0.13
904	70.74	0.06
905	37.22	0.16
906	45.06	0.15
907	19.09	0.18
908	61.55	0.11
909	20.51	0.05
910	27.16	0.13
911	58.93	0.12
912	24.00	0.14
913	52.93	0.11
914	30.56	0.12
915	51.16	0.17
916	78.40	0.08
917	28.41	0.20
918	64.58	0.08
919	57.75	0.06
920	22.64	0.06
921	22.40	0.11
922	77.21	0.10
923	78.33	0.19
924	61.12	0.19
925	65.61	0.07
926	35.86	0.14
927	15.18	0.17
928	16.77	0.18
929	9.28	0.13
930	31.03	0.07
931	62.14	0.08
932	37.33	0.05
933	51.83	0.12
934	42.15	0.11
935	5.29	0.17
936	68.43	0.10
937	60.08	0.07
938	73.86	0.17
939	22.92	0.10
940	19.46	0.13
941	43.86	0.12
942	35.66	0.10
943	15.87	0.08
944	10.10	0.11
945	32.83	0.20
946	43.69	0.06
947	14.56	0.07
948	50.98	0.19
949	18.98	0.14
950	72.23	0.15
951	13.54	0.12
952	23.12	0.08
953	13.63	0.20
954	15.91	0.08
955	30.06	0.20
956	48.16	0.19
957	20.55	0.05
958	5.91	0.08
959	77.41	0.19
960	17.42	0.10
961	27.93	0.06
962	37.22	0.11
963	12.31	0.15
964	12.99	0.07
965	70.30	0.08
966	49.70	0.10
967	78.52	0.18
968	32.84	0.11
969	38.39	0.06
970	30.07	0.10
971	76.35	0.17
972	44.09	0.08
973	14.45	0.15
974	46.56	0.05
975	78.68	0.15
976	6.34	0.20
977	36.39	0.08
978	49.44	0.10
979	69.21	0.17
980	77.15	0.14
981	12.21	0.08
982	35.40	0.17
983	77.35	0.19
984	76.66	0.20
985	38.17	0.13
986	45.68	0.13
987	62.10	0.13
988	43.86	0.09
989	54.36	0.11
990	74.75	0.20
991	75.08	0.09
992	36.96	0.11
993	33.29	0.06
994	50.70	0.15
995	74.45	0.06
996	31.12	0.17
997	35.95	0.08
998	11.36	0.14
999	30.50	0.06
1000	70.30	0.05
1001	11.37	0.18
1002	74.74	0.17
1003	49.32	0.15
1004	66.98	0.12
1005	66.83	0.06
1006	41.11	0.12
1007	36.96	0.06
1008	62.52	0.13
1009	40.53	0.18
1010	21.65	0.09
1011	8.61	0.13
1012	65.37	0.06
1013	57.74	0.09
1014	78.51	0.11
1015	18.40	0.17
1016	32.98	0.13
1017	35.71	0.13
1018	57.18	0.13
1019	70.05	0.09
1020	15.11	0.18
1021	17.42	0.15
1022	37.18	0.07
1023	6.34	0.13
1024	74.78	0.14
1025	60.02	0.19
1026	49.77	0.14
1027	31.40	0.11
1028	23.42	0.09
1029	28.15	0.14
1030	50.28	0.14
1031	30.93	0.08
1032	21.39	0.13
1033	35.10	0.07
1034	79.68	0.16
1035	22.66	0.18
1036	45.09	0.10
1037	54.38	0.10
1038	27.91	0.15
1039	54.19	0.17
1040	8.97	0.19
1041	69.91	0.17
1042	22.29	0.13
1043	17.33	0.14
1044	47.44	0.17
1045	55.06	0.06
1046	52.48	0.18
1047	39.68	0.15
1048	76.78	0.18
1049	22.06	0.10
1050	10.25	0.07
1051	41.36	0.19
1052	53.45	0.17
1053	30.00	0.18
1054	69.80	0.17
1055	61.17	0.17
1056	18.26	0.18
1057	43.15	0.19
1058	17.62	0.09
1059	52.62	0.14
1060	62.56	0.07
1061	69.43	0.19
1062	13.45	0.08
1063	73.25	0.07
1064	9.19	0.11
1065	55.97	0.09
1066	20.94	0.12
1067	39.51	0.16
1068	64.10	0.19
1069	50.08	0.11
1070	67.79	0.11
1071	43.14	0.16
1072	31.47	0.07
1073	22.88	0.17
1074	70.27	0.15
1075	55.96	0.20
1076	35.87	0.13
1077	67.71	0.19
1078	63.39	0.16
1079	19.81	0.17
1080	34.34	0.08
1081	61.22	0.07
1082	38.28	0.07
1083	36.34	0.17
1084	54.36	0.19
1085	37.62	0.18
1086	47.91	0.06
1087	37.89	0.19
1088	61.83	0.18
1089	34.10	0.07
1090	36.57	0.13
1091	26.78	0.15
1092	8.40	0.07
1093	21.95	0.16
1094	76.19	0.09
1095	56.56	0.14
1096	72.83	0.15
1097	54.34	0.08
1098	5.78	0.12
1099	69.01	0.18
1100	55.29	0.12
1101	21.60	0.12
1102	76.04	0.10
1103	6.42	0.12
1104	23.98	0.12
1105	12.08	0.20
1106	22.78	0.13
1107	60.29	0.11
1108	6.98	0.16
1109	7.96	0.17
1110	17.58	0.20
1111	70.85	0.17
1112	30.08	0.19
1113	51.24	0.20
1114	63.64	0.06
1115	65.90	0.14
1116	12.49	0.19
1117	16.88	0.20
1118	6.83	0.15
1119	65.90	0.17
1120	60.70	0.18
1121	68.83	0.09
1122	70.96	0.19
1123	65.92	0.17
1124	28.01	0.08
1125	14.16	0.16
1126	28.87	0.15
1127	50.09	0.11
1128	78.29	0.13
1129	44.79	0.11
1130	40.62	0.18
1131	43.00	0.17
1132	68.36	0.17
1133	19.26	0.13
1134	38.91	0.06
1135	25.28	0.15
1136	41.68	0.17
1137	13.84	0.08
1138	54.93	0.08
1139	32.93	0.13
1140	24.70	0.09
1141	21.18	0.19
1142	15.91	0.17
1143	33.75	0.15
1144	50.98	0.16
1145	24.05	0.13
1146	39.77	0.17
1147	77.78	0.19
1148	17.65	0.08
1149	13.39	0.16
1150	39.47	0.19
1151	6.71	0.11
1152	7.51	0.18
1153	5.55	0.11
1154	10.86	0.06
1155	69.50	0.16
1156	18.09	0.15
1157	29.40	0.06
1158	17.09	0.12
1159	58.33	0.07
1160	47.97	0.14
1161	26.41	0.15
1162	79.44	0.17
1163	56.55	0.19
1164	12.23	0.19
1165	28.49	0.17
1166	70.98	0.15
1167	40.00	0.14
1168	13.93	0.15
1169	50.36	0.13
1170	58.94	0.15
1171	55.45	0.06
1172	31.06	0.11
1173	73.27	0.05
1174	23.19	0.15
1175	9.83	0.17
1176	60.50	0.06
1177	58.90	0.08
1178	38.44	0.11
1179	53.34	0.08
1180	46.36	0.08
1181	34.98	0.18
1182	31.54	0.18
1183	22.58	0.18
1184	41.28	0.05
1185	55.24	0.12
1186	43.45	0.17
1187	41.64	0.08
1188	39.65	0.08
1189	79.67	0.19
1190	16.24	0.10
1191	72.20	0.13
1192	61.29	0.07
1193	31.05	0.19
1194	72.68	0.06
1195	41.30	0.19
1196	72.76	0.14
1197	6.52	0.09
1198	78.26	0.17
1199	59.14	0.13
1200	71.01	0.16
1201	42.53	0.12
1202	37.30	0.13
1203	9.05	0.14
1204	17.95	0.19
1205	36.41	0.05
1206	75.85	0.09
1207	38.01	0.19
1208	31.14	0.20
1209	24.07	0.13
1210	70.61	0.08
1211	28.64	0.12
1212	26.82	0.10
1213	38.98	0.10
1214	73.72	0.06
1215	54.53	0.17
1216	38.77	0.07
1217	46.61	0.07
1218	34.04	0.12
1219	78.50	0.19
1220	50.36	0.19
1221	36.34	0.19
1222	54.76	0.11
1223	13.28	0.19
1224	12.99	0.11
1225	45.76	0.14
1226	78.27	0.08
1227	46.56	0.12
1228	7.28	0.14
1229	31.16	0.08
1230	54.16	0.15
1231	34.97	0.13
1232	75.15	0.07
1233	52.53	0.18
1234	77.11	0.07
1235	13.54	0.08
1236	5.69	0.09
1237	55.37	0.20
1238	44.13	0.08
1239	30.01	0.11
1240	44.05	0.18
1241	46.22	0.06
1242	58.60	0.14
1243	36.23	0.07
1244	31.41	0.16
1245	76.04	0.06
1246	54.04	0.09
1247	6.79	0.09
1248	43.39	0.15
1249	24.40	0.16
1250	23.79	0.17
1251	21.54	0.08
1252	32.04	0.18
1253	45.62	0.13
1254	77.04	0.20
1255	32.64	0.18
1256	73.81	0.18
1257	74.35	0.11
1258	24.69	0.17
1259	57.15	0.06
1260	70.02	0.13
1261	68.09	0.09
1262	47.49	0.06
1263	8.48	0.14
1264	39.81	0.09
1265	55.41	0.11
1266	58.14	0.12
1267	74.14	0.20
1268	50.08	0.13
1269	54.30	0.20
1270	62.01	0.10
1271	43.18	0.09
1272	30.88	0.16
1273	35.06	0.06
1274	48.35	0.07
1275	12.97	0.16
1276	41.92	0.13
1277	32.90	0.12
1278	35.93	0.08
1279	37.30	0.09
1280	22.53	0.19
1281	20.50	0.20
1282	34.10	0.14
1283	76.22	0.07
1284	76.41	0.06
1285	63.42	0.14
1286	67.80	0.18
1287	19.76	0.14
1288	6.37	0.19
1289	33.68	0.12
1290	27.37	0.18
1291	47.21	0.15
1292	31.95	0.05
1293	73.89	0.12
1294	8.37	0.17
1295	77.78	0.19
1296	50.27	0.17
1297	33.62	0.11
1298	75.52	0.09
1299	59.02	0.11
1300	78.57	0.14
1301	37.26	0.10
1302	22.13	0.07
1303	63.60	0.09
1304	55.64	0.12
1305	30.49	0.08
1306	24.24	0.18
1307	59.10	0.19
1308	11.62	0.18
1309	25.52	0.10
1310	43.30	0.13
1311	77.96	0.16
1312	14.35	0.16
1313	59.86	0.15
1314	64.76	0.07
1315	33.24	0.07
1316	76.01	0.10
1317	62.68	0.18
1318	58.87	0.11
1319	25.17	0.06
1320	26.41	0.05
1321	50.82	0.14
1322	45.67	0.13
1323	64.66	0.20
1324	28.34	0.16
1325	44.07	0.12
1326	61.81	0.14
1327	39.33	0.08
1328	45.09	0.09
1329	42.95	0.09
1330	28.89	0.14
1331	36.49	0.09
1332	17.04	0.09
1333	47.72	0.20
1334	31.00	0.06
1335	52.41	0.18
1336	65.65	0.07
1337	41.48	0.08
1338	33.70	0.09
1339	21.19	0.05
1340	5.23	0.17
1341	16.41	0.09
1342	11.84	0.15
1343	51.75	0.09
1344	52.80	0.13
1345	56.87	0.16
1346	43.97	0.08
1347	49.15	0.09
1348	47.91	0.14
1349	23.49	0.16
1350	14.54	0.10
1351	51.16	0.10
1352	79.54	0.17
1353	30.90	0.16
1354	20.57	0.06
1355	47.08	0.18
1356	30.19	0.16
1357	17.50	0.06
1358	76.25	0.10
1359	31.88	0.12
1360	58.42	0.18
1361	61.29	0.19
1362	25.69	0.17
1363	59.37	0.19
